TABLE_NAME,GROUP_NAME,TOPIC_NAME,QUEUE_NAME,SUBJECT_AREA,CR_NAME_L1,CR_NAME_L2,CR_NAME_L3,CR_NAME_L4,CR_NAME_L5,CR_NAME_L6,CR_NAME_PROD,IGNORE_DELETES
SHIPMENT_ROUTE,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,SEFS,d1dsnb.sr0_SHIPMENT_ROUTE,d1dsnb.sr2_SHIPMENT_ROUTE,d1dsnx.sr3_SHIPMENT_ROUTE,d1dsnx.sr4_SHIPMENT_ROUTE,d1dsnx.sr5_SHIPMENT_ROUTE,d1dsnx.sr6_SHIPMENT_ROUTE,d1dsn.sr_SHIPMENT_ROUTE,YES
SHP_ABSOLUTE,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,DOCK,d1dsnb.sab0_SHP_ABSOLUTE,d1dsnb.sab2_SHP_ABSOLUTE,d1dsnx.sab3_SHP_ABSOLUTE,d1dsnx.sab4_SHP_ABSOLUTE,d1dsnx.sab5_SHP_ABSOLUTE,d1dsnx.sab6_SHP_ABSOLUTE,d1dsn.sab_SHP_ABSOLUTE,YES
BRP_CE_EARNED_DSCNT,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bced0_BRP_CE_EARNED_DSCNT,d1dsnb.bced2_BRP_CE_EARNED_DSCNT,d1dsnx.bced3_BRP_CE_EARNED_DSCNT,d1dsnx.bced4_BRP_CE_EARNED_DSCNT,d1dsnx.bced5_BRP_CE_EARNED_DSCNT,d1dsnx.bced6_BRP_CE_EARNED_DSCNT,d1dsn.bced_BRP_CE_EARNED_DSCNT,NO
FUEL_SURCHRG_RATE,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,EQUIP,d1dsnb.fsr0_FUEL_SURCHRG_RATE,d1dsnb.fsr2_FUEL_SURCHRG_RATE,d1dsnx.fsr3_FUEL_SURCHRG_RATE,d1dsnx.fsr4_FUEL_SURCHRG_RATE,d1dsnx.fsr5_FUEL_SURCHRG_RATE,d1dsnx.fsr6_FUEL_SURCHRG_RATE,d1dsn.fsr_FUEL_SURCHRG_RATE,NO
MCMTB068,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0680_MCMTB068,d1dsnb.mt0682_MCMTB068,d1dsnx.mt0683_MCMTB068,d1dsnx.mt0684_MCMTB068,d1dsnx.mt0685_MCMTB068,d1dsnx.mt0686_MCMTB068,d1dsn.mt068_MCMTB068,NO
MCMTB069,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0690_MCMTB069,d1dsnb.mt0692_MCMTB069,d1dsnx.mt0693_MCMTB069,d1dsnx.mt0694_MCMTB069,d1dsnx.mt0695_MCMTB069,d1dsnx.mt0696_MCMTB069,d1dsn.mt069_MCMTB069,NO
MCMTB071,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0710_MCMTB071,d1dsnb.mt0712_MCMTB071,d1dsnx.mt0713_MCMTB071,d1dsnx.mt0714_MCMTB071,d1dsnx.mt0715_MCMTB071,d1dsnx.mt0716_MCMTB071,d1dsn.mt071_MCMTB071,NO
MCMTB100,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1000_MCMTB100,d1dsnb.mt1002_MCMTB100,d1dsnx.mt1003_MCMTB100,d1dsnx.mt1004_MCMTB100,d1dsnx.mt1005_MCMTB100,d1dsnx.mt1006_MCMTB100,d1dsn.mt100_MCMTB100,NO
MCMTB107,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1070_MCMTB107,d1dsnb.mt1072_MCMTB107,d1dsnx.mt1073_MCMTB107,d1dsnx.mt1074_MCMTB107,d1dsnx.mt1075_MCMTB107,d1dsnx.mt1076_MCMTB107,d1dsn.mt107_MCMTB107,NO
MCMTB333,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt3330_MCMTB333,d1dsnb.mt3332_MCMTB333,d1dsnx.mt3333_MCMTB333,d1dsnx.mt3334_MCMTB333,d1dsnx.mt3335_MCMTB333,d1dsnx.mt3336_MCMTB333,d1dsn.mt333_MCMTB333,NO
OB_DOOR_DEFINITION,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,DOCK,d1dsnb.odd0_OB_DOOR_DEFINITION,d1dsnb.odd2_OB_DOOR_DEFINITION,d1dsnx.odd3_OB_DOOR_DEFINITION,d1dsnx.odd4_OB_DOOR_DEFINITION,d1dsnx.odd5_OB_DOOR_DEFINITION,d1dsnx.odd6_OB_DOOR_DEFINITION,d1dsn.odd_OB_DOOR_DEFINITION,NO
OSD_COMMENT,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,OSD,d1dsnb.oc0_OSD_COMMENT,d1dsnb.oc2_OSD_COMMENT,d1dsnx.oc3_OSD_COMMENT,d1dsnx.oc4_OSD_COMMENT,d1dsnx.oc5_OSD_COMMENT,d1dsnx.oc6_OSD_COMMENT,d1dsn.oc_OSD_COMMENT,YES
OSD_COMMODITY_CODE,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,OSD,d1dsnb.occ0_OSD_COMMODITY_CODE,d1dsnb.occ2_OSD_COMMODITY_CODE,d1dsnx.occ3_OSD_COMMODITY_CODE,d1dsnx.occ4_OSD_COMMODITY_CODE,d1dsnx.occ5_OSD_COMMODITY_CODE,d1dsnx.occ6_OSD_COMMODITY_CODE,d1dsn.occ_OSD_COMMODITY_CODE,YES
OSD_COMMODITY_ITEM,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,OSD,d1dsnb.oci0_OSD_COMMODITY_ITEM,d1dsnb.oci2_OSD_COMMODITY_ITEM,d1dsnx.oci3_OSD_COMMODITY_ITEM,d1dsnx.oci4_OSD_COMMODITY_ITEM,d1dsnx.oci5_OSD_COMMODITY_ITEM,d1dsnx.oci6_OSD_COMMODITY_ITEM,d1dsn.oci_OSD_COMMODITY_ITEM,YES
OSD_CONTACT_HIST,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,OSD,d1dsnb.och0_OSD_CONTACT_HIST,d1dsnb.och2_OSD_CONTACT_HIST,d1dsnx.och3_OSD_CONTACT_HIST,d1dsnx.och4_OSD_CONTACT_HIST,d1dsnx.och5_OSD_CONTACT_HIST,d1dsnx.och6_OSD_CONTACT_HIST,d1dsn.och_OSD_CONTACT_HIST,YES
OSD_INFO_HIST,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,OSD,d1dsnb.oih0_OSD_INFO_HIST,d1dsnb.oih2_OSD_INFO_HIST,d1dsnx.oih3_OSD_INFO_HIST,d1dsnx.oih4_OSD_INFO_HIST,d1dsnx.oih5_OSD_INFO_HIST,d1dsnx.oih6_OSD_INFO_HIST,d1dsn.oih_OSD_INFO_HIST,YES
OSD_REF_FRT,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,OSD,d1dsnb.orf0_OSD_REF_FRT,d1dsnb.orf2_OSD_REF_FRT,d1dsnx.orf3_OSD_REF_FRT,d1dsnx.orf4_OSD_REF_FRT,d1dsnx.orf5_OSD_REF_FRT,d1dsnx.orf6_OSD_REF_FRT,d1dsn.orf_OSD_REF_FRT,YES
OSD_REF_FRT_DTL,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,OSD,d1dsnb.orfd0_OSD_REF_FRT_DTL,d1dsnb.orfd2_OSD_REF_FRT_DTL,d1dsnx.orfd3_OSD_REF_FRT_DTL,d1dsnx.orfd4_OSD_REF_FRT_DTL,d1dsnx.orfd5_OSD_REF_FRT_DTL,d1dsnx.orfd6_OSD_REF_FRT_DTL,d1dsn.orfd_OSD_REF_FRT_DTL,YES
OSD_SLC_SPOT_CHGRQ,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,OSD,d1dsnb.ossc0_OSD_SLC_SPOT_CHGRQ,d1dsnb.ossc2_OSD_SLC_SPOT_CHGRQ,d1dsnx.ossc3_OSD_SLC_SPOT_CHGRQ,d1dsnx.ossc4_OSD_SLC_SPOT_CHGRQ,d1dsnx.ossc5_OSD_SLC_SPOT_CHGRQ,d1dsnx.ossc6_OSD_SLC_SPOT_CHGRQ,d1dsn.ossc_OSD_SLC_SPOT_CHGRQ,YES
OSD_SLC_SPOT_CMT,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,OSD,d1dsnb.osscmt0_OSD_SLC_SPOT_CMT,d1dsnb.osscmt2_OSD_SLC_SPOT_CMT,d1dsnx.osscmt3_OSD_SLC_SPOT_CMT,d1dsnx.osscmt4_OSD_SLC_SPOT_CMT,d1dsnx.osscmt5_OSD_SLC_SPOT_CMT,d1dsnx.osscmt6_OSD_SLC_SPOT_CMT,d1dsn.osscmt_OSD_SLC_SPOT_CMT,YES
SECURITY_USERID,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,SECURITY,d1dsnb.su0_SECURITY_USERID,d1dsnb.su2_SECURITY_USERID,d1dsnx.su3_SECURITY_USERID,d1dsnx.su4_SECURITY_USERID,d1dsnx.su5_SECURITY_USERID,d1dsnx.su6_SECURITY_USERID,d1dsn.su_SECURITY_USERID,NO
SHP_QUOTE_COMMENTS,GROUP4,FDFR.CDC.DW,FDFR.CDC.DW.Q004.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.sqc0_SHP_QUOTE_COMMENTS,d1dsnb.sqc2_SHP_QUOTE_COMMENTS,d1dsnx.sqc3_SHP_QUOTE_COMMENTS,d1dsnx.sqc4_SHP_QUOTE_COMMENTS,d1dsnx.sqc5_SHP_QUOTE_COMMENTS,d1dsnx.sqc6_SHP_QUOTE_COMMENTS,d1dsn.sqc_SHP_QUOTE_COMMENTS,YES
BRP_CE_EARNED_DSCNT_DTL,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bcedd0_BRP_CE_EARNED_DSCNT_DTL,d1dsnb.bcedd2_BRP_CE_EARNED_DSCNT_DTL,d1dsnx.bcedd3_BRP_CE_EARNED_DSCNT_DTL,d1dsnx.bcedd4_BRP_CE_EARNED_DSCNT_DTL,d1dsnx.bcedd5_BRP_CE_EARNED_DSCNT_DTL,d1dsnx.bcedd6_BRP_CE_EARNED_DSCNT_DTL,d1dsn.bcedd_BRP_CE_EARNED_DSCNT_DTL,NO
BRP_CENI_UPDT_ADT,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bcua0_BRP_CENI_UPDT_ADT,d1dsnb.bcua2_BRP_CENI_UPDT_ADT,d1dsnx.bcua3_BRP_CENI_UPDT_ADT,d1dsnx.bcua4_BRP_CENI_UPDT_ADT,d1dsnx.bcua5_BRP_CENI_UPDT_ADT,d1dsnx.bcua6_BRP_CENI_UPDT_ADT,d1dsn.bcua_BRP_CENI_UPDT_ADT,NO
BRP_CHARGES,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bchrg0_BRP_CHARGES,d1dsnb.bchrg2_BRP_CHARGES,d1dsnx.bchrg3_BRP_CHARGES,d1dsnx.bchrg4_BRP_CHARGES,d1dsnx.bchrg5_BRP_CHARGES,d1dsnx.bchrg6_BRP_CHARGES,d1dsn.bchrg_BRP_CHARGES,NO
BRP_CHARGES_DTL,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bcd0_BRP_CHARGES_DTL,d1dsnb.bcd2_BRP_CHARGES_DTL,d1dsnx.bcd3_BRP_CHARGES_DTL,d1dsnx.bcd4_BRP_CHARGES_DTL,d1dsnx.bcd5_BRP_CHARGES_DTL,d1dsnx.bcd6_BRP_CHARGES_DTL,d1dsn.bcd_BRP_CHARGES_DTL,NO
BRP_COD_DTL,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bcod0_BRP_COD_DTL,d1dsnb.bcod2_BRP_COD_DTL,d1dsnx.bcod3_BRP_COD_DTL,d1dsnx.bcod4_BRP_COD_DTL,d1dsnx.bcod5_BRP_COD_DTL,d1dsnx.bcod6_BRP_COD_DTL,d1dsn.bcod_BRP_COD_DTL,NO
BRP_COD_PRC,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bcp0_BRP_COD_PRC,d1dsnb.bcp2_BRP_COD_PRC,d1dsnx.bcp3_BRP_COD_PRC,d1dsnx.bcp4_BRP_COD_PRC,d1dsnx.bcp5_BRP_COD_PRC,d1dsnx.bcp6_BRP_COD_PRC,d1dsn.bcp_BRP_COD_PRC,NO
BRP_CONV_DT,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bcdt0_BRP_CONV_DT,d1dsnb.bcdt2_BRP_CONV_DT,d1dsnx.bcdt3_BRP_CONV_DT,d1dsnx.bcdt4_BRP_CONV_DT,d1dsnx.bcdt5_BRP_CONV_DT,d1dsnx.bcdt6_BRP_CONV_DT,d1dsn.bcdt_BRP_CONV_DT,NO
BRP_CUBE_DENSITY_CLASS,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bcdc0_BRP_CUBE_DENSITY_CLASS,d1dsnb.bcdc2_BRP_CUBE_DENSITY_CLASS,d1dsnx.bcdc3_BRP_CUBE_DENSITY_CLASS,d1dsnx.bcdc4_BRP_CUBE_DENSITY_CLASS,d1dsnx.bcdc5_BRP_CUBE_DENSITY_CLASS,d1dsnx.bcdc6_BRP_CUBE_DENSITY_CLASS,d1dsn.bcdc_BRP_CUBE_DENSITY_CLASS,NO
BRP_CUBE_DENSITY_PRC,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bcdp0_BRP_CUBE_DENSITY_PRC,d1dsnb.bcdp2_BRP_CUBE_DENSITY_PRC,d1dsnx.bcdp3_BRP_CUBE_DENSITY_PRC,d1dsnx.bcdp4_BRP_CUBE_DENSITY_PRC,d1dsnx.bcdp5_BRP_CUBE_DENSITY_PRC,d1dsnx.bcdp6_BRP_CUBE_DENSITY_PRC,d1dsn.bcdp_BRP_CUBE_DENSITY_PRC,NO
BRP_DISCNT_ADJ,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bda0_BRP_DISCNT_ADJ,d1dsnb.bda2_BRP_DISCNT_ADJ,d1dsnx.bda3_BRP_DISCNT_ADJ,d1dsnx.bda4_BRP_DISCNT_ADJ,d1dsnx.bda5_BRP_DISCNT_ADJ,d1dsnx.bda6_BRP_DISCNT_ADJ,d1dsn.bda_BRP_DISCNT_ADJ,NO
BRP_DISCNT_ADJ_DTL,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bdad0_BRP_DISCNT_ADJ_DTL,d1dsnb.bdad2_BRP_DISCNT_ADJ_DTL,d1dsnx.bdad3_BRP_DISCNT_ADJ_DTL,d1dsnx.bdad4_BRP_DISCNT_ADJ_DTL,d1dsnx.bdad5_BRP_DISCNT_ADJ_DTL,d1dsnx.bdad6_BRP_DISCNT_ADJ_DTL,d1dsn.bdad_BRP_DISCNT_ADJ_DTL,NO
BRP_EARNED_DSCNT,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bed0_BRP_EARNED_DSCNT,d1dsnb.bed2_BRP_EARNED_DSCNT,d1dsnx.bed3_BRP_EARNED_DSCNT,d1dsnx.bed4_BRP_EARNED_DSCNT,d1dsnx.bed5_BRP_EARNED_DSCNT,d1dsnx.bed6_BRP_EARNED_DSCNT,d1dsn.bed_BRP_EARNED_DSCNT,NO
BRP_EARNED_DSCNT_DTL,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bedd0_BRP_EARNED_DSCNT_DTL,d1dsnb.bedd2_BRP_EARNED_DSCNT_DTL,d1dsnx.bedd3_BRP_EARNED_DSCNT_DTL,d1dsnx.bedd4_BRP_EARNED_DSCNT_DTL,d1dsnx.bedd5_BRP_EARNED_DSCNT_DTL,d1dsnx.bedd6_BRP_EARNED_DSCNT_DTL,d1dsn.bedd_BRP_EARNED_DSCNT_DTL,NO
CD_TRANS_LOG,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,EQUIP,d1dsnb.cdtl0_CD_TRANS_LOG,d1dsnb.cdtl2_CD_TRANS_LOG,d1dsnx.cdtl3_CD_TRANS_LOG,d1dsnx.cdtl4_CD_TRANS_LOG,d1dsnx.cdtl5_CD_TRANS_LOG,d1dsnx.cdtl6_CD_TRANS_LOG,d1dsn.cdtl_CD_TRANS_LOG,NO
DOCK_DOOR_DISTANCE,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,DOCK,d1dsnb.ddd0_DOCK_DOOR_DISTANCE,d1dsnb.ddd2_DOCK_DOOR_DISTANCE,d1dsnx.ddd3_DOCK_DOOR_DISTANCE,d1dsnx.ddd4_DOCK_DOOR_DISTANCE,d1dsnx.ddd5_DOCK_DOOR_DISTANCE,d1dsnx.ddd6_DOCK_DOOR_DISTANCE,d1dsn.ddd_DOCK_DOOR_DISTANCE,NO
MCMTB097,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0970_MCMTB097,d1dsnb.mt0972_MCMTB097,d1dsnx.mt0973_MCMTB097,d1dsnx.mt0974_MCMTB097,d1dsnx.mt0975_MCMTB097,d1dsnx.mt0976_MCMTB097,d1dsn.mt097_MCMTB097,NO
PICKUP_ITEM,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,PICKUP,d1dsnb.pitem0_PICKUP_ITEM,d1dsnb.pitem2_PICKUP_ITEM,d1dsnx.pitem3_PICKUP_ITEM,d1dsnx.pitem4_PICKUP_ITEM,d1dsnx.pitem5_PICKUP_ITEM,d1dsnx.pitem6_PICKUP_ITEM,d1dsn.pitem_PICKUP_ITEM,YES
SAFETY_AWARD,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,SAFETY,d1dsnb.saw0_SAFETY_AWARD,d1dsnb.saw2_SAFETY_AWARD,d1dsnx.saw3_SAFETY_AWARD,d1dsnx.saw4_SAFETY_AWARD,d1dsnx.saw5_SAFETY_AWARD,d1dsnx.saw6_SAFETY_AWARD,d1dsn.saw_SAFETY_AWARD,NO
SAFETY_AWARD_JBCLS,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,SAFETY,d1dsnb.saj0_SAFETY_AWARD_JBCLS,d1dsnb.saj2_SAFETY_AWARD_JBCLS,d1dsnx.saj3_SAFETY_AWARD_JBCLS,d1dsnx.saj4_SAFETY_AWARD_JBCLS,d1dsnx.saj5_SAFETY_AWARD_JBCLS,d1dsnx.saj6_SAFETY_AWARD_JBCLS,d1dsn.saj_SAFETY_AWARD_JBCLS,NO
SAFETY_AWARD_REQ,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,SAFETY,d1dsnb.sar0_SAFETY_AWARD_REQ,d1dsnb.sar2_SAFETY_AWARD_REQ,d1dsnx.sar3_SAFETY_AWARD_REQ,d1dsnx.sar4_SAFETY_AWARD_REQ,d1dsnx.sar5_SAFETY_AWARD_REQ,d1dsnx.sar6_SAFETY_AWARD_REQ,d1dsn.sar_SAFETY_AWARD_REQ,NO
SAFETY_INCIDENTS,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,SAFETY,d1dsnb.sinc0_SAFETY_INCIDENTS,d1dsnb.sinc2_SAFETY_INCIDENTS,d1dsnx.sinc3_SAFETY_INCIDENTS,d1dsnx.sinc4_SAFETY_INCIDENTS,d1dsnx.sinc5_SAFETY_INCIDENTS,d1dsnx.sinc6_SAFETY_INCIDENTS,d1dsn.sinc_SAFETY_INCIDENTS,NO
SAFETY_VIOLATION_AUDIT,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,SAFETY,d1dsnb.svau0_SAFETY_VIOLATION_AUDIT,d1dsnb.svau2_SAFETY_VIOLATION_AUDIT,d1dsnx.svau3_SAFETY_VIOLATION_AUDIT,d1dsnx.svau4_SAFETY_VIOLATION_AUDIT,d1dsnx.svau5_SAFETY_VIOLATION_AUDIT,d1dsnx.svau6_SAFETY_VIOLATION_AUDIT,d1dsn.svau_SAFETY_VIOLATION_AUDIT,NO
SHIPMENT_LOAD_TO,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,SEFS,d1dsnb.slt0_SHIPMENT_LOAD_TO,d1dsnb.slt2_SHIPMENT_LOAD_TO,d1dsnx.slt3_SHIPMENT_LOAD_TO,d1dsnx.slt4_SHIPMENT_LOAD_TO,d1dsnx.slt5_SHIPMENT_LOAD_TO,d1dsnx.slt6_SHIPMENT_LOAD_TO,d1dsn.slt_SHIPMENT_LOAD_TO,YES
TFMTB044,GROUP5,FDFR.CDC.DW,FDFR.CDC.DW.Q005.DW-ABI-BATCH-3530913,TFMS,d1dsnb.tb0440_TFMTB044,d1dsnb.tb0442_TFMTB044,d1dsnx.tb0443_TFMTB044,d1dsnx.tb0444_TFMTB044,d1dsnx.tb0445_TFMTB044,d1dsnx.tb0446_TFMTB044,d1dsn.tb044_TFMTB044,YES
BRP_FSC_PRVSN,GROUP6,FDFR.CDC.DW,FDFR.CDC.DW.Q006.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bfp0_BRP_FSC_PRVSN,d1dsnb.bfp2_BRP_FSC_PRVSN,d1dsnx.bfp3_BRP_FSC_PRVSN,d1dsnx.bfp4_BRP_FSC_PRVSN,d1dsnx.bfp5_BRP_FSC_PRVSN,d1dsnx.bfp6_BRP_FSC_PRVSN,d1dsn.bfp_BRP_FSC_PRVSN,NO
BRP_FSC_PRVSN_DTL,GROUP6,FDFR.CDC.DW,FDFR.CDC.DW.Q006.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bfpd0_BRP_FSC_PRVSN_DTL,d1dsnb.bfpd2_BRP_FSC_PRVSN_DTL,d1dsnx.bfpd3_BRP_FSC_PRVSN_DTL,d1dsnx.bfpd4_BRP_FSC_PRVSN_DTL,d1dsnx.bfpd5_BRP_FSC_PRVSN_DTL,d1dsnx.bfpd6_BRP_FSC_PRVSN_DTL,d1dsn.bfpd_BRP_FSC_PRVSN_DTL,NO
BRP_FSC_PRVSN_ORIG_DEST,GROUP6,FDFR.CDC.DW,FDFR.CDC.DW.Q006.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bfpod0_BRP_FSC_PRVSN_ORIG_DEST,d1dsnb.bfpod2_BRP_FSC_PRVSN_ORIG_DEST,d1dsnx.bfpod3_BRP_FSC_PRVSN_ORIG_DEST,d1dsnx.bfpod4_BRP_FSC_PRVSN_ORIG_DEST,d1dsnx.bfpod5_BRP_FSC_PRVSN_ORIG_DEST,d1dsnx.bfpod6_BRP_FSC_PRVSN_ORIG_DEST,d1dsn.bfpod_BRP_FSC_PRVSN_ORIG_DEST,NO
BRP_FSCHG_LINKAGE,GROUP6,FDFR.CDC.DW,FDFR.CDC.DW.Q006.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bfl0_BRP_FSCHG_LINKAGE,d1dsnb.bfl2_BRP_FSCHG_LINKAGE,d1dsnx.bfl3_BRP_FSCHG_LINKAGE,d1dsnx.bfl4_BRP_FSCHG_LINKAGE,d1dsnx.bfl5_BRP_FSCHG_LINKAGE,d1dsnx.bfl6_BRP_FSCHG_LINKAGE,d1dsn.bfl_BRP_FSCHG_LINKAGE,NO
BRP_FUEL_COST_INDEX,GROUP6,FDFR.CDC.DW,FDFR.CDC.DW.Q006.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.bfci0_BRP_FUEL_COST_INDEX,d1dsnb.bfci2_BRP_FUEL_COST_INDEX,d1dsnx.bfci3_BRP_FUEL_COST_INDEX,d1dsnx.bfci4_BRP_FUEL_COST_INDEX,d1dsnx.bfci5_BRP_FUEL_COST_INDEX,d1dsnx.bfci6_BRP_FUEL_COST_INDEX,d1dsn.bfci_BRP_FUEL_COST_INDEX,NO
